id,nama,kabupaten,rating,total_review,kategori,highlights,price_range,best_time,link,lat,lng,tiktok_link_1,tiktok_link_2,tiktok_link_3
21,Massai Bali,Badung,4.5,160,Sunset & View | Vibrant Nightlife,"['cocktail', 'musik', 'fine dining', 'tiramisu', 'presentasi', 'appetizer']",Rp 50–150k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Massai+Bali/@-8.677823,115.1348986,15z/data=!4m10!1m3!2m2!1sRestoran+hits+di+Seminyak+Bali!6e5!3m5!1s0x2dd247a426c260e3:0xf373b10df68dac3a!8m2!3d-8.6778226!4d115.1539533!16s%2Fg%2F11kbp4_b5z?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6778226,115.1539533,https://www.tiktok.com/@elletravelling/video/7603557785908956449,https://www.tiktok.com/@anaelleduran/video/7599240505376967958,https://www.tiktok.com/@icecett/video/7603049929107393810
22,Breeze at The Samaya Seminyak,Badung,4.5,1028,Sunset & View | Vibrant Nightlife | Romantic & Cozy,"['sunset', 'pantai', 'romantis', 'cocktail', 'hari jadi', 'honeymoon']",Rp 80–200k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Breeze+at+The+Samaya+Seminyak/@-8.677823,115.1348986,15z/data=!4m11!1m3!2m2!1sRestoran+hits+di+Seminyak+Bali!6e5!3m6!1s0x2dd2470fc1390a39:0x7965212426ac8671!8m2!3d-8.6830616!4d115.153281!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgESd2VzdGVybl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIxTWpaRWVqVlJSUkFC4AEA-gEECAAQOw!16s%2Fg%2F1tl6n6q4?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6830616,115.153281,https://www.tiktok.com/@pinkypigpinky/video/7616690996121832711,https://www.tiktok.com/@balisunriseholiday/video/7418502233203019013,https://www.tiktok.com/@creativejr/video/7333086270601645317
23,Bias Courtyard Seminyak,Badung,4.5,837,Vibrant Nightlife,"['dinner', 'cocktail', 'gelato', 'konser', 'smoothie bowl', 'tusuk sate']",Rp 80–200k,Malam jam 7pm+,"https://www.google.com/maps/place/Bias+Courtyard+Seminyak/@-8.677823,115.1348986,15z/data=!4m11!1m3!2m2!1sRestoran+hits+di+Seminyak+Bali!6e5!3m6!1s0x2dd247bf09e39915:0xae49bd4b8f7153fc!8m2!3d-8.6799018!4d115.153461!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgEEY2FmZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOYWNVMXllalpuUlJBQuABAPoBBAgAEEQ!16s%2Fg%2F11n_cm3312?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6799018,115.153461,https://www.tiktok.com/@molo.silaban/video/7130478045688843546,https://www.tiktok.com/@nenesslbn/video/7503527619187576082,https://www.tiktok.com/@foodbali/video/7172345347618917658
24,KYND COMMUNITY,Badung,4.5,5201,General Chill,"['açaí na tigela', 'instagram', 'matcha', 'smoothie bowl', 'strawberry', 'july']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/KYND+COMMUNITY/@-8.677823,115.1348986,15z/data=!4m11!1m3!2m2!1sRestoran+hits+di+Seminyak+Bali!6e5!3m6!1s0x2dd247132f1ffccb:0x4a517c53bb069c59!8m2!3d-8.674806!4d115.1567252!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgEVdmVnZXRhcmlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF4TFV0dFMzaDNSUkFC4AEA-gEECAAQQg!16s%2Fg%2F11d_z0w88j?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.674806,115.1567252,https://www.tiktok.com/@kyndcommunity/video/7626685767020023060,https://www.tiktok.com/@lea_horsholt/video/7561360675436776711,https://www.tiktok.com/@amayaeatsandroams/video/7626297944114728200
25,Seminyak Kitchen,Badung,4.5,440,General Chill,"['breakfast', 'buffet', 'pilihan', 'keramahan', 'meja makan', 'tim']",Rp 50–150k,Lunch atau dinner,"https://www.google.com/maps/place/Seminyak+Kitchen/@-8.677823,115.1348986,15z/data=!4m11!1m3!2m2!1sRestoran+hits+di+Seminyak+Bali!6e5!3m6!1s0x2dd2471faa9ad5d1:0x19310dbd8d0b53e!8m2!3d-8.691726!4d115.162374!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNeE9VeGljbGRCRUFF4AEA-gEECAAQIg!16s%2Fg%2F11c1q5yyxr?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.691726,115.162374,https://www.tiktok.com/@intankusumasari1/video/7606549803777969428,https://www.tiktok.com/@clara.desita/video/7474233098927049990,https://www.tiktok.com/@balitravelfolder/video/7473741120753716498
26,Suka Espresso [Ubud],Gianyar,4.8,6111,General Chill,"['sari', 'shakshouka', 'smoothie bowl', 'flat white', 'açaí na tigela', 'orakarik cabai']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/Suka+Espresso+%5BUbud%5D/@-8.5211103,115.2250711,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23da6ec4589cd:0x5778eea89f14f29c!8m2!3d-8.5211103!4d115.2631799!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlBNazl4WjNsM1JSQULgAQD6AQQIABAu!16s%2Fg%2F11j3vtq37b?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5211103,115.2631799,https://www.tiktok.com/@suka_espresso/video/7637045852921466119,https://www.tiktok.com/@suka_espresso/video/7626652531317345543,https://www.tiktok.com/@tastemybali/video/7580938298177195285
27,Ivy Cafe,Gianyar,4.8,3423,General Chill,"['smoothie bowls', 'hostel', 'chicken parmigiana', 'bungkus falafel', 'mcmuffin', 'supercharger']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/Ivy+Cafe/@-8.5211103,115.2250711,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23dfce2dcd7c3:0x29cdc3529b21c826!8m2!3d-8.5209521!4d115.2629859!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjFNelJJYm5SM1JSQULgAQD6AQQIABAp!16s%2Fg%2F11kh4t0j52?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5209521,115.2629859,https://www.tiktok.com/@elle51201/video/7563882162836098322,https://www.tiktok.com/@ivycafe.kh/video/7631526688098110740,https://www.tiktok.com/@sadie_kohlman/video/7609531833516166430
28,Watercress Cafe Ubud,Gianyar,4.8,4518,General Chill,"['ririn', 'burger kembang kol', 'salad ayam mete', 'mangkuk makanan super', 'ria', 'burger ikan']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/Watercress+Cafe+Ubud/@-8.5211103,115.2250711,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d6cdad82e2d:0x75599808bcc0b6da!8m2!3d-8.5131164!4d115.2609062!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjRMVXA1YkRWQlJSQULgAQD6AQQIABBG!16s%2Fg%2F11ckqrbdxp?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5131164,115.2609062,https://www.tiktok.com/@jikbibo/video/7602926835885821204,https://www.tiktok.com/@watercressbali/video/7585469778203151637,https://www.tiktok.com/@watercressbali/video/7589908847901510933
29,Lazy Cats,Gianyar,4.8,2816,General Chill,"['balkon', 'tapas', 'desain', 'sofa', 'playlist', 'pita']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/Lazy+Cats/@-8.5211103,115.2250711,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d3fde92dc37:0xecf79538fde27282!8m2!3d-8.5053108!4d115.2582557!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBFXZlZ2V0YXJpYW5fcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VONE1VOVFhWFpCUlJBQuABAPoBBAgAEEQ!16s%2Fg%2F11c2ksvw65?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5053108,115.2582557,https://www.tiktok.com/@taste.catalogue/video/7523175586362068242,https://www.tiktok.com/@_your_travel_guide_/video/7565731971666627860,https://www.tiktok.com/@brown.odyssey/video/7597158893441125650
30,"Pedro : Coffee, Eatery, Bar, Roastery Ubud",Gianyar,4.8,251,Vibrant Nightlife | Budget Friendly,"['atmosphere', 'sarapan', 'musik', 'cafe', 'burrito', 'beer']",Rp 15–50k,Malam jam 7pm+,"https://www.google.com/maps/place/Pedro+:+Coffee,+Eatery,+Bar,+Roastery+Ubud/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd22309c9b070f5:0x6043cfe20f961c62!8m2!3d-8.4863169!4d115.2508413!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUTNhRnB1ZGxGQkVBReABAPoBBAgAEC8!16s%2Fg%2F11vzd8krqy?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.4863169,115.2508413,https://www.tiktok.com/@pedro.coffee.ubud/video/7582387581166325010,https://www.tiktok.com/@pedro.coffee.ubud/video/7608113403852328210,https://www.tiktok.com/@pedro.coffee.ubud/video/7623283557682793735
31,Seniman Coffee Studio,Gianyar,4.8,4924,Work from Cafe,"['kursi goyang', 'valet parking', 'affogato', 'kopi single origin', 'pencicipan kopi', 'canele']",Rp 80–200k,Pagi–sore jam 9am–5pm,"https://www.google.com/maps/place/Seniman+Coffee+Studio/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d6a065b98bb:0x6fa247aced3b9ae2!8m2!3d-8.5067234!4d115.2651548!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBC2NvZmZlZV9zaG9wmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5RY1UwdFNrSkJFQUXgAQD6AQQIABBH!16s%2Fg%2F1tdz276b?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5067234,115.2651548,https://www.tiktok.com/@baliwonderfood/video/7488612774524767506,https://www.tiktok.com/@whyuppramerta/video/7494613836431920389,https://www.tiktok.com/@imdepan/video/7504640444324777222
32,The Hideout Cafe Ubud,Gianyar,4.8,370,Sunset & View | Work from Cafe,"['roti pisang', 'sawah', 'jalan kaki', 'wifi', 'nasi goreng', 'tiramisu roti panggang prancis']",Rp 50–150k,Sunset jam 5–7pm,"https://www.google.com/maps/place/The+Hideout+Cafe+Ubud/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23daa16c3e1df:0xf6a15fdbe6c4fd23!8m2!3d-8.5012982!4d115.2634972!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnlNRXN5TVdOQkVBReABAPoBBAgAEEc!16s%2Fg%2F11l6dz5lzf?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5012982,115.2634972,https://www.tiktok.com/@omandoat/video/7618871364753100039,https://www.tiktok.com/@lsa8837/video/7532143885204606230,https://www.tiktok.com/@dimin105/video/7529097303127280952
33,Two Face / Coffee & Brunch [Ubud],Gianyar,4.8,728,Vibrant Nightlife,"['eggs benedict', 'shakshouka', 'adi', 'ayam katsu sando', 'smoothie bowl', 'tapa']",Rp 80–200k,Malam jam 7pm+,"https://www.google.com/maps/place/Two+Face+%2F+Coffee+%26+Brunch+%5BUbud%5D/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23dc444829165:0x3429f5a081982b9b!8m2!3d-8.5062629!4d115.2608425!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBPVWxFeGJIUlJWMXA1WW01Vk5Wb3dhRUpOUmxaclZrUlJkMUpZWXhBQuABAPoBBAgAECc!16s%2Fg%2F11wq6y5psz?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5062629,115.2608425,https://www.tiktok.com/@leavevegansalone/video/7623121766319164703,https://www.tiktok.com/@odikabayu/video/7598510245375184136,https://www.tiktok.com/@odikabayu/video/7449702704785460487
34,Avocuts Coffee & Eatery,Gianyar,4.8,579,Work from Cafe,"['smoothies', 'pancake alpukat', 'cinnamon roll', 'brunch', 'kesehatan', 'avocado coffee']",Rp 80–200k,Pagi–sore jam 9am–5pm,"https://www.google.com/maps/place/Avocuts+Coffee+%26+Eatery/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d80b35592af:0xeace4d422fe7426d!8m2!3d-8.5057757!4d115.2617988!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjAxTVdNeVpGUmtWamsxVFZaQ1NtRlhhSEJTVmtZMFRVaG5lRkZYWXhBQuABAPoBBAgAECw!16s%2Fg%2F11md1ml174?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5057757,115.2617988,https://www.tiktok.com/@_shantheworld/video/7595896815892040962,https://www.tiktok.com/@balinextstop/video/7605151690320399634,https://www.tiktok.com/@dodoseptian/video/7637332562569940232
35,Milk madu,Gianyar,4.8,5590,General Chill,"['pizza', 'poke', 'istana ubud', 'western food', 'burger hancur', 'sari']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/Milk+madu/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d6a8e890949:0x6e63b6b7b41f0060!8m2!3d-8.5063024!4d115.2623691!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnQ0VEZOdE9ERmhSa0p1VlRBME0xaDZTazFNVmtVeFdqSjRZVk5IWXhBQuABAPoBBQj5AhAm!16s%2Fg%2F11f_x4s3f9?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5063024,115.2623691,https://www.tiktok.com/@ninaasonia/video/7521259086881492230,https://www.tiktok.com/@bubuexa/video/7624085788820507922,https://www.tiktok.com/@milkandmadu/video/7608437162777890069
36,Littletalks Ubud,Gianyar,4.8,664,Work from Cafe,"['membaca', 'perpustakaan', 'sungai', 'wifi', 'nasi goreng', 'smoothie bowl']",Rp 80–200k,Pagi–sore jam 9am–5pm,"https://www.google.com/maps/place/Littletalks+Ubud/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d08716fe3ef:0x12eb6c9088457577!8m2!3d-8.5127487!4d115.258219!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBmJpc3Ryb5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSd2F6UmZjblpSUlJBQuABAPoBBAgcEDQ!16s%2Fg%2F11c4bg441q?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5127487,115.258219,https://www.tiktok.com/@baliwonderfood/video/7527224544302583047,https://www.tiktok.com/@littletalksubud/video/7598501533419949332,https://www.tiktok.com/@aimeesbooknook/video/7593706092274748680
37,Livingstone Holyground,Gianyar,4.8,3572,Family Friendly,"['brunch', 'playground', 'gelato', 'kolam renang', 'aglio olio', 'smoothie bowl']",Rp 80–200k,Lunch jam 11am–2pm,"https://www.google.com/maps/place/Livingstone+Holyground/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d96a16fd43d:0x5362f4aadd0edb14!8m2!3d-8.5046923!4d115.2721383!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBC2NvZmZlZV9zaG9wmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4a2FXVlZWbFJOZW14VldqRmFVVk5XUmpCak1rcHRWVVV4VlZVell4QULgAQD6AQQIABAn!16s%2Fg%2F11khcc4_kt?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5046923,115.2721383,https://www.tiktok.com/@gekrara18/video/7611021562031901959,https://www.tiktok.com/@livingstonebakery/video/7573982253890505992,https://www.tiktok.com/@sukareviewdimanaaja/video/7598022139719077138
38,Clear Cafe,Gianyar,4.8,4398,General Chill,"['sepatu', 'spa', 'pajak', 'telanjang kaki', 'smoothie bowl', 'pad thai']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/Clear+Cafe/@-8.4863169,115.2127325,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d6bc25f6ab9:0x66843dd1173b4799!8m2!3d-8.5091774!4d115.2649008!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnljSEkyWkVobkVBReABAPoBBAgAECk!16s%2Fg%2F1hm49hpx3?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5091774,115.2649008,https://www.tiktok.com/@clear.cafe.bali/video/7491616211826920709,https://www.tiktok.com/@raddyns/video/7594718650737724680,https://www.tiktok.com/@raddyns/video/7600278070087388437
39,Monkey Cave Espresso Ubud,Gianyar,4.8,715,Vibrant Nightlife,"['latte', 'hotdog', 'mandala suci wenara wana', 'musik', 'flat white', 'long black']",Rp 80–200k,Malam jam 7pm+,"https://www.google.com/maps/place/Monkey+Cave+Espresso+Ubud/@-8.5183309,115.2243878,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d7320bc1949:0xcfff6c3a64d4b3fb!8m2!3d-8.5183309!4d115.2624966!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk1jVXBNTTJObkVBReABAPoBBAh2ED8!16s%2Fg%2F11c59xbnlf?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5183309,115.2624966,https://www.tiktok.com/@radiomataharibali/video/7524732699890781496,https://www.tiktok.com/@gluttonwanderers/video/7464235736435346705,https://www.tiktok.com/@mitiwwww/video/7373280673961954565
40,Titik Temu Coffee - Ubud Palace,Gianyar,4.8,977,General Chill,"['lantai', 'pancake', 'cash', 'avocado toast', 'churros', 'interior']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/Titik+Temu+Coffee+-+Ubud+Palace/@-8.5183309,115.2243878,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d806883db07:0x49c0f8c90c556395!8m2!3d-8.5055339!4d115.2629522!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjB4YjFrd05VcE5iRUpHWlZZNWNGWkVVa0pqV0dOMFRXcFdSbEZzUlJBQuABAPoBBAgwEDQ!16s%2Fg%2F11h8j3s8rl?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5055339,115.2629522,https://www.tiktok.com/@niiputu/video/7591070456447290642,https://www.tiktok.com/@askalfa.now/video/7593972996495248647,https://www.tiktok.com/@notmarsyaa/video/7517122001539009799
41,KAFE,Gianyar,4.8,3503,Work from Cafe | Vibrant Nightlife,"['cocktail', 'cappucino', 'lantai', 'pad thai', 'yoga', 'laptop']",Rp 150–400k,Malam jam 7pm+,"https://www.google.com/maps/place/KAFE/@-8.5183309,115.2243878,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d739f22c9c3:0x9f81e5b6c6de53e6!8m2!3d-8.5140392!4d115.2641736!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBFmhlYWx0aF9mb29kX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXlMV0oxTUY5QlJSQULgAQD6AQQIEhBI!16s%2Fg%2F1wfz1c_s?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5140392,115.2641736,https://www.tiktok.com/@balinextgen/video/7548055952382119174,,
42,Tucky | Specialty Coffee & Brunch,Gianyar,4.8,380,Vibrant Nightlife,"['cold brew', 'flat white', 'roti panggang alpukat', 'bar anggur', 'kue jeruk', 'sourdough']",Rp 50–150k,Malam jam 7pm+,"https://www.google.com/maps/place/Tucky+%7C+Specialty+Coffee+%26+Brunch/@-8.5183309,115.2243878,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23dfaa163abb7:0x78a28b4faee95abc!8m2!3d-8.5099464!4d115.2640876!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmXgAQA!16s%2Fg%2F11tm_pj1cj?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5099464,115.2640876,https://www.tiktok.com/@imrealisticallytired/video/7605811312123383060,https://www.tiktok.com/@gdanggaraa/video/7451070455462497554,https://www.tiktok.com/@namiricafe/video/7579504510398205206
43,Up To Date Cafe & Eatery Ubud,Gianyar,4.8,3268,Sunset & View | Family Friendly | Vibrant Nightlife | Romantic & Cozy,"['music', 'sawah', 'live', 'santai', 'pemandangan', 'uptodate']",Rp 150–400k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Up+To+Date+Cafe+%26+Eatery+Ubud/@-8.5183309,115.2243878,14z/data=!4m10!1m2!2m1!1sCafe+terbaik+di+Ubud+Bali!3m6!1s0x2dd23d891bdfdafb:0xe36cb93f7913f68c!8m2!3d-8.5233766!4d115.2771676!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnFiamt5UmpSUlJSQULgAQD6AQQIABBC!16s%2Fg%2F11r4nvjjzl?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5233766,115.2771676,https://www.tiktok.com/@gungdebagus_/video/7629617155331509524,https://www.tiktok.com/@widekasmara/video/7604800378017729810,https://www.tiktok.com/@taruni.17/video/7620680202749807892
44,Snow Jam Cafe - Ubud,Gianyar,4.8,556,Sunset & View,"['es serut', 'mango', 'foto', 'srikaya', 'pengecapan', 'halaman belakang']",Rp 80–200k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Snow+Jam+Cafe+-+Ubud/@-8.5183309,115.2243878,14z/data=!4m11!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m6!1s0x2dd23d9625626e5b:0xf020b46cab0d25f!8m2!3d-8.4977956!4d115.2530996!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmxMVXd0Y1ZObkVBReABAPoBBAgAEDg!16s%2Fg%2F11h1yfrlxd?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.4977956,115.2530996,https://www.tiktok.com/@deliciousbalii/video/6959695120279080194,https://www.tiktok.com/@deliciousbalii/video/7077063463671008539,https://www.tiktok.com/@deliciousbalii/video/6913703103887838466
